Result Nnz: 4166
269, 5
270, 6
294, 6
279, 7
311, 7
327, 7
335, 7
343, 7
351, 7
359, 7
367, 7
296, 0
328, 0
344, 0
352, 0
360, 0
368, 0
265, 1
281, 1
289, 1
297, 1
313, 1
321, 1
329, 1
337, 1
345, 1
353, 1
266, 2
274, 2
298, 2
306, 2
322, 2
338, 2
346, 2
354, 2
362, 2
283, 3
291, 3
315, 3
339, 3
363, 3
284, 4
292, 4
332, 4
356, 4
364, 4
372, 4
285, 5
301, 5
309, 5
325, 5
333, 5
341, 5
318, 6
366, 6
1432, 0
1534, 6
2132, 4
2481, 1
2956, 4
2981, 5
2934, 6
3044, 4
3029, 5
3047, 7
3203, 3
3222, 6
3223, 7
3231, 7
3208, 0
3193, 1
3261, 5
3302, 6
3368, 0
3377, 1
3339, 3
3356, 4
3417, 1
3435, 3
3502, 6
3518, 6
3558, 6
3592, 0
3577, 1
3831, 7
3848, 0
3856, 0
3864, 0
3872, 0
3880, 0
3857, 1
3865, 1
3889, 1
3866, 2
3898, 2
3914, 2
3867, 3
3875, 3
3899, 3
3915, 3
3947, 3
3955, 3
3963, 3
3979, 3
3987, 3
4003, 3
4011, 3
4035, 3
4051, 3
3892, 4
3900, 4
3916, 4
3940, 4
3948, 4
3972, 4
3980, 4
4028, 4
4092, 4
4100, 4
4116, 4
4132, 4
4140, 4
4156, 4
4172, 4
4180, 4
4204, 4
3845, 5
3853, 5
3877, 5
3893, 5
3917, 5
3941, 5
3949, 5
3973, 5
3989, 5
3997, 5
4005, 5
4013, 5
4037, 5
4053, 5
4109, 5
4141, 5
4149, 5
4165, 5
4173, 5
4181, 5
4189, 5
4197, 5
3854, 6
3870, 6
3910, 6
3990, 6
3998, 6
4006, 6
4022, 6
4030, 6
4038, 6
4046, 6
4062, 6
4094, 6
4102, 6
4110, 6
4118, 6
4126, 6
4142, 6
4166, 6
4190, 6
4374, 6
4382, 6
4390, 6
4574, 6
3863, 7
3871, 7
3919, 7
3927, 7
3943, 7
4031, 7
4039, 7
4063, 7
4071, 7
4103, 7
4111, 7
4119, 7
4151, 7
4175, 7
4183, 7
4191, 7
4375, 7
4415, 7
4671, 7
3896, 0
3928, 0
3944, 0
3968, 0
4024, 0
4056, 0
4080, 0
4088, 0
4104, 0
4112, 0
4120, 0
4128, 0
4160, 0
4168, 0
4176, 0
4184, 0
4200, 0
4376, 0
4384, 0
4544, 0
4616, 0
4680, 0
4688, 0
3929, 1
3937, 1
3945, 1
3953, 1
3969, 1
3985, 1
4001, 1
4009, 1
4017, 1
4041, 1
4065, 1
4097, 1
4105, 1
4113, 1
4121, 1
4137, 1
4145, 1
4161, 1
4169, 1
4185, 1
4193, 1
4377, 1
4569, 1
4689, 1
4889, 1
5129, 1
3970, 2
3986, 2
4034, 2
4050, 2
4090, 2
4098, 2
4114, 2
4130, 2
4146, 2
4154, 2
4170, 2
4186, 2
4194, 2
4386, 2
4426, 2
4450, 2
4530, 2
4634, 2
4658, 2
4682, 2
4690, 2
4794, 2
4954, 2
5026, 2
5066, 2
5074, 2
5122, 2
5130, 2
5194, 2
5234, 2
4083, 3
4115, 3
4139, 3
4147, 3
4171, 3
4179, 3
4187, 3
4427, 3
4555, 3
4563, 3
4571, 3
4667, 3
4811, 3
4883, 3
4939, 3
4979, 3
4987, 3
5043, 3
5075, 3
5219, 3
5251, 3
